address_1,address_2,label
"Rua Dom Luís, 9, Zambujeira do Mar, 7630-771","Rua Dom Luís, 9, Zambujeira do Mar",1
"Praça da Liberdade, 2, Reguengos de Monsaraz, 7200-370","Rua da Guiné, LT 4, Reguengos de Monsaraz, 7200-342",0
"Travessa do Pimenta, 15, Funchal, 9060-235","Avenida do Mar e das Comunidades Madeirenses, Funchal, 9000-054",0
"Pátio do Moço, 6, Bairro dos Canaviais, 7005-367","Rua Quinta do Freixo, 5, Bairro dos Canaviais, 7005-590",0
"Rua Marquês de Tancos, 44, Benfica do Ribatejo, 2080-341","marquês rau detancos, 44, Benfica do Ribatejo",1
"Rua Nova Da Ribeira, 2, Albernoa, 7800-601","Rua Nova Ribeira, 1, Albernoa, 7800-601",0
"Rua Leal da Câmara, 1, Amora, 2845-118","Rua Joaquim Valentim Correia, 10A, Amora, 2845-568",0
"Rua de Santa Margarida, 22, Nossa Senhora da Graça de Póvoa e Meadas, 7320-011","Rua de Santa Margarida, 22, Nossa Senhora da Graça de Póvoa e Meadas",1
"Rua da Azinheira, 6, Santa Eulália, 7350-451","rd a azinheira, 6, Santa Eulália",1
"Rua do Meio, Ipanema-M, Moncarapacho, 8700-201","r domeio, Ipanema-M, Moncarapacho, 8700-201",1
"Rua Quinta Do Souto, Vila Boa De Quires, 4635-751","r quinta do qsuoto, Vila Boa De Quires, 4635-751",1
"Vereda Bica, 39, Câmara de Lobos, 9030-354","Vereda Beira, 21, Câmara de Lobos, 9030-334",0
"Rua Padre João Rodrigues Lobato, 15, Aljustrel, 7600-137","Rua 5 de Outubro, 26, Aljustrel, 7600-054",0
"Largo da Arreceada, 10, Velada, 6050-476","Largo da Arreceada, 10, 6050-476",1
"Rua Doutor Acácio de Abreu Faria, 28, Torrão, 7595-169","Rua de Beja, 9, Torrão, 7595-125",0
"Rua da Fonte, 21, Selmes, 7960-159","r da foafnte, 21, Selmes, 7960-159",1
"Rua Fernando Pessa, 26, Rio Maior, 2040-353","r fernando pessa, 26, Rio Maior",1
"R Soalheira, 141, Várzea Do Douro, 4575-454","R Soalheira, 92, Banho E Carvalhosa, 4635-056",0
"Rua de Paris, 14, Elvas, 7350-157","ura de paris, 14, Elvas, 7350-157",1
"Estrada da Pontinha, Funchal, 9000-726","Rua do Padre Gonçalves da Câmara, 14, Funchal",0
"Beco Mouzinho de Albuquerque 2, 2, Murtosa, 3870-245","albuquerue mouzinho de beco 2, 2, Murtosa",1
"Rua 5 de Outubro, 18, Cabeção, 7490-069","Rua 5 de Outubro, 18, 7490-069",1
"Rua dos Louros, Funchal, 9060-180","Rua Doutor Fernão de Ornelas, 19, Funchal, 9050-449",0
"Rua do Poente, 31, Odemira, 7630-125","Rua do Poente, 31, 7630-125",1
"Rua Joaquim Batista e Silva, 54, Outeiro da Cortiçada, 2040-172","Rua 1º de Dezembro, Outeiro da Cortiçada, 2040-172",0
"Rua Quinta Do Lagar, R, Câmara de Lobos, 9325-100","Rua Quinta Do Lagar, R, 9325-100",1
"Rua Padre Abílio Teixeira, 26, Ribeirão, 4760-710","Rua Padre Carlos, 20, Ribeirão, 4760-725",0
"Praça Doutor Teotónio Pereira, Porto, 4300-001","Praça da Batalha, 64, Porto, 4000-101",0
"Rua Morgado Setúbal, 42, Setúbal, 2910-671","Rua do Morgado de Setúbal, 61, Setúbal, 2910-672",0
"Largo da Feira, 5, Aljustrel, 7600-036","largo ad feira, 5, Aljustrel, 7600-036",1
"Entrada N 3 Do Caminho Velho Da Marinheira, 3, Câmara de Lobos, 9325-042","Entrada N 2 Do Caminho Velho Da Marinheira, 11, Câmara de Lobos, 9325-042",0
"Rua de Gonçalo Cristóvão, 12, Porto, 4000-263","Rua de Gonçalo Cristovão, 111, Porto, 4000-408",0
"Rua José Marques Dias Ferreira, 24, Coimbra, 3030-792","Rua do Brasil, 81-85, Coimbra, 3030-175",0
"Rua Ladeira do Pinhal, 1, Pinheiro Grande, 2140-307","Rua do Favacal, 18, Pinheiro Grande, 2140-307",0
"Rua Cláudio Nunes, 92A, Lisboa - Benfica","nunes cláudio r, 92A, Lisboa - Benfica",1
"R Sol Posto, 7, Alpendurada E Matos, 4575-050","r sol posto, 7, Alpendurada E Matos",1
"Rua da Eira, 85, Guimarães","Rua 25 de Abril, 999 Silvares, 999, Guimarães, 4835-400",0
"Rua Palhais, 41, Santo Isidoro, 2640-068","r aphlais, 41, Santo Isidoro, 2640-068",1
"Rua das Amoreiras, LT 17, Bairro das Amoreiras, 7570-301","Rua Otelo Saraiva de Carvalho, LT 2, Bairro das Amoreiras, 7570-297",0
"Rua Marquês de Pombal, 9, Cabeça Gorda, 7800-631","Rua de Beja, 8, Cabeça Gorda, 7800-631",0
"Alameda de Campo de Ourique, 8, Linhó, 2710-698","Alameda de Campo de Ourique, 5, Quinta da Beloura II, 2710-698",0
"Rua José Pereira Barradas, 11, Grândola, 7570-281","Rua Doutor José Pereira Barradas, 21, Grândola, 7570-281",0
"Rua Carlos Gonçalves, Montijo, 2870-160","r calros gonçalevs, Montijo, 2870-160",1
"Rua Teófilo Braga, Coimbra, 3030-076","Rua António Augusto Gonçalves, Coimbra, 3041-901",0
"Rua da Pedreira, 10, Pias, 7830-225","rau pemdreira da, 10, Pias, 7830-225",1
"Largo Doutor Barahona, 1, Azaruja, 7005-102","Largo Doutor Barahona, 1, Azaruja",1
"Praceta Helena Vaz Silva, 91, Valongo, 4440-838","praceta helena vaz silva, 91, Valongo",1
"Avenida Tenete Valadim, 53, Chaves, 5400-558","Avenida Tenente Valadim, Chaves, 5400-558",0
"Largo da Quinta do Meio, 4, Setúbal, 2910-346","Largo da Quinta do Meio, 4, 2910-346",1
"Travessa do Barro Ruivo, 1, Leiria, 2400-447","Rua do Janardo, 33A, Leiria, 2415-804",0
"Rua Diogo Mendonça Corte Real, 94, Olhão, 8700-464","Rua Diogo Mendonça Corte Real, 94, 8700-464",1
"Rua do Meirinho Velho, 14, Vidigueira, 7960-264","r do meirinho velho, 14, Vidigueira, 7960-264",1
"Rua Miguel Ferreira, 79, Castelo de Vide, 7320-132","r miguel ferreira, 79, Castelo de Vide",1
"Rua Dr. Sousa Martins, 32, Vila Real de Santo António, 8900","Rua Dr. Sousa Martins, 32, Vila Real de Santo António",1
"Rua Doutor António José de Almeida, 41, Santiago do Escoural, 7050-556","antónio doutor ruca josé de almeida, 41, Santiago do Escoural",1
"Rua Oliveira Matos, 13, Coimbra, 3000-305","Rua António Augusto Gonçalves, Coimbra, 3041-901",0
"Tv Pena, 167, São Lourenço Do Douro, 4625-548","Tv Pinheiro, 277, São Lourenço Do Douro, 4625-551",0
"Rua Silvestre Bernardo Lima, 198, Alpiarça, 2090-146","r bernardo silvestre lima, 198, Alpiarça, 2090-146",1
"Rua da Liberdade, 75, Alcaçovas, 7090-030","Rua da Liberdade, 75, Alcaçovas",1
"Travessa da Ajuda, 3, Funchal","traevssa da ajuda, 3, Funchal",1
"Rua José Estevão, Lisboa, 1150-201","Rua Professor João Barreira, 1/3, Lisboa, 1600-635",0
"Rua Damião de Góis, 32A;32B;32C, Algés, 1495-043","Avenida dos Bombeiros Voluntários de Algés, 54, Algés, 1495-022",0
"Travessa das Fazendas, 7, Pias, 7200-012","trvaessadas fazendas, 7, Pias",1
"Rua da Culatra, 46, Olhão, 8700-391","r da ulatra, 46, Olhão, 8700-391",1
"Avenida Dr Artur Melo E Castro;Av Dr Artur De Melo E Castro, 109A;109, Marco De Canaveses, 4630-204","Avenida Dr Artur De Melo E Castro, 51, Marco De Canaveses, 4630-204",0
"Rua da Barraca, 5, Coimbra, 3020-927","Rua da Arregaça, 45, Coimbra, 3030-012",0
"Bairro do Alvito, Lisboa, 1300-052","Bairro do Alvito, Lisboa",1
"Rua Nagar Aveli, 55, Barreiro","Rua D. Francisco de Almeida, Quinta da Lomba, 41, Barreiro, 2830-178",0
"Rua Dos Loureiros, 8, Camacha, 9135-055","Caminho Municipal dos Salgados, 12, Camacha",0
"Rua Nossa Senhora dos Chãos, 90, Valongo, 4440-602","Rua Nossa Senhora dos Chãos, 90, 4440-602",1
"Rua do Raimundo, 13, Évora, 7000-661","r do raimundo, 13, Évora, 7000-661",1
"R Facho, 138, Alpendurada E Matos, 4575-022","R Egas Moniz;R S Mafalda, 227;53, Alpendurada E Matos, 4575-068",0
"Rua António Contente, 8, Ferreira do Alentejo, 7900-132","Rua Dr. António José de Almeida, 41, Ferreira do Alentejo",0
"Travessa do Posto da Guarda, 1, Montalvão, 6050-431","Rua da Costa, 16, Montalvão, 6050-437",0
"Estrada Nacional 120, 3, Bairro do Isaías, 7570-124","EN 120, Bairro do Isaías, 7570-124",0
"Beco das Traineiras, 24, Peniche, 2520-211","Beco das Traineiras, 24, Peniche",1
"Travessa do Outeiro, 6, Odemira, 7630-150","Travessa do Outeiro, 12, Urra-Santiago, 7300-611",0
"Avenida Dom Manuel I, 23, Setúbal, 2910-595","Avenida Dom Manuel I, 23, 2910-595",1
"Rua do Areeiro, 114, Coimbra, 3030-007","Rua do Areeiro, 114, Barcouço, 3050-094",0
"Rua do Ouro, 19, Vale de Arco, 7400-460","Rua Senhora da Oliveira, 11, Vale de Arco, 7400-460",0
"Caminho Belmonte de Cima, 214-A, Olhão, 8700-174","Rua da Santa Casa da Misericórdia de Olhão, 10, Olhão, 8700-133",0
"Praceta da Primavera, 101, Valongo, 4440-790","Praceta da Primavera, 101, Valongo",1
"Rua Doutor Guilherme Moreira, 24, Coimbra, 3000-210","r doutor guilherme oriera, 24, Coimbra, 3000-210",1
"Rua Joaquim Dias de Almeida, Maia, 4470-214","Rua Joaquim Dias de Almeida, 4470-214",1
"Avenida Doutor Bernardino da Silva, 1, Olhão, 8700-415","Avenida Bernardino da Silva, 4, Olhão, 8700-852",0
"Estrada da Sulfurea, 2, Cabeço de Vide, 7460-004","Estrada da Sulfurea, 2, Cabeço de Vide",1
"Rua C da Malha 14, 1, Lisboa, 1750-220","Rua C, Lisboa, 1749-077",0
"Rua do Caracol, 12, Lagos","Rua Doutor Faria e Silva, 13, Lagos",0
"Urbanização Vila Campos, 61, Vila Real, 5000-063","Urbanização Vila Campos, 61, Vila Real",1
"Rua Maria de Lurdes Pintasilgo, 9, Tavira, 8800-600","Rua Maria de Lurdes Pintasilgo, 9, Tavira",1
"Beco Manuel da Rosa, 1, São Sebastião da Giesteira, 7000-202","Rua da Paz, 6, São Sebastião da Giesteira, 7000-202",0
"Rua do Areeiro, 8, Capelo, 9900-302","r do areaero, 8, Capelo",1
"Largo de Santa Margarida, 28, Nossa Senhora da Graça de Póvoa e Meadas, 7320-011","Rua de Santa Margarida, 26, Nossa Senhora da Graça de Póvoa e Meadas, 7320-011",0
"Terreiro João Prelado, 7, Serpa, 7830-377","Terreiro João Prelado, 7, Serpa",1
"Rua Frederico de Freitas, 18, Charneca da Caparica, 2820-304","freitcas frederico de r, 18, Charneca da Caparica",1
"Rua da Quintã, 312, São João da Madeira, 3700-198","Rua da Guiné, 42, São João da Madeira, 3700-325",0
"Rua Doutor João de Almeida Tojeiro, 13, Cuba, 7940-122","r doutor joão tojeiro almeida de, 13, Cuba",1
"Rua da Liberdade, 31, Vila Viçosa, 7160-234","Rua da Liberdade, 31, Vila Viçosa",1
"Loteamento Casal D'Era, Nine, 4775-442","Loteamento Casal D'Era, 4775-442",1
"Travessa da Horta, 6, Santa Vitória, 7800-732","Travessa da Nora, 2, Santa Vitória, 7800-731",0
"Largo Judice Fialho, 1, Sines, 7520-269","largo juedcie fialho, 1, Sines",1
"Rua Francisco Sassú, 21, Murtosa, 3870-280","ra francisco sassú, 21, Murtosa, 3870-280",1
"Rua de São Gonçalo, 8A, Vila Real, 5000-081","Rua de São Gonçalo, 8A, 5000-081",1
"Largo da Fonte da Ribeira, 4, Arez, 6050-201","Largo da Fonte da Ribeira, 4, 6050-201",1
"Estrada dos Arneiros, Urqueira, 2435-695","Estrada dos Arneiros, Urqueira",1
"Rua Doutor José Vicente Ferreira, 23, Rosário, 7250-127","Rua da Frente, 40, Rosário, 7700-235",0
"Rua Padre Joaquim Pereira Cunha;R Talegre, 13;82, Marco De Canaveses, 4630-446;4630-300","Rua Padre Joaquim Pereira Cunha, Marco De Canaveses, 4630-300",0
"Rua do Poço Entre Vinhas, 10, Évora, 7005-438","Rua do Poço Entre Vinhas, 10, 7005-438",1
"Rua Rodrigues Coelho, 66-108, Senhora da Hora","Rua Sérgio Manuel da Silva Leite, Senhora da Hora, 4460-424",0
"Rua 10 de Junho, 34, Penedo Gordo, 7800-355","rnua 10 ed junho, 34, Penedo Gordo, 7800-355",1
"Rua de Santa Maria, 35, Évora, 7000-592","santa de r maria, 35, Évora",1
"Rua das Pereiras, 17, Vau, 2510-662","r preeiras das, 17, Vau, 2510-662",1
"Rua Doutor Barbosa Magalhães, 15, Murtosa, 3870-212","Rua Doutor Barbosa Magalhães, 15, Murtosa",1
"Rua da Consolação, 41, Portel, 7220-383","da ura consolação, 41, Portel, 7220-383",1
"Rua João de Deus, 44, Ílhavo, 3830-201","r joão de deus, 44, Ílhavo, 3830-201",1
"Bairro Social Humberto Simão, 39, Cabanas de Tavira, 8800-592","bairro social simão humberto, 39, Cabanas de Tavira, 8800-592",1
"Rua da Reta, 4, Vila Real, 5000-332","Rua Principal de Ponte, 379, Vila Real, 5000-355",0
"Bairro Joaquim António Bandorga, 4, Barbacena, 7350-431","Bairro Reguengo, 4, Barbacena, 7350-431",0
"Impasse Vargem, 6, Calheta, 9370-734","Impasse Impasse Do Serrado, 3, Calheta, 9370-041",0
"Avenida Santuario Menino Jesus Praga, 3908, Avessadas, 4630-001","Avenida Santuário Menino Jesus Braga, 3044, Avessadas, 4630-001",0
"Rua de Berlim, 1, Elvas, 7350-151","Rua D, 5, Elvas, 7350-408",0
"Rua Outeiro de São Pedro, 21, Chamusca, 2140-104","Beco de Cima Outeiro de São Pedro, 9/11, Chamusca, 2140-104",0
"Rua da Fonte Santa, 9A, Serpa, 7830-417","dafonte ruta santa, 9A, Serpa",1
"Rua dos Farizes, 18, Serpa, 7830-416","Rua António Carlos Calixto, 6, Serpa, 7830-336",0
"Rua da Alegria, 5;7, Santo António do Baldio, 7200-082","rvua da alegvria, 5;7, Santo António do Baldio",1
"Rua da Liberdade, 8, Figueira dos Cavaleiros, 7900-249","Rua da Liberdade, 8, 7900-249",1
"Travessa Porto Pequeno, 5, Bunheiro, 3870-031","Travessa Mata, 8, Bunheiro, 3870-026",0
"Rua António Gomes, 16, Santiago do Cacém, 7540-222","r antóbnio gomes, 16, Santiago do Cacém, 7540-222",1
"Rua de Santana, 1002, Maia, 4470-118","Rua de Sá, Maia, 4475-161",0
"Travessa da Cantina, 16, Viana do Alentejo, 7090-288","Travessa da Cantina, 16, Viana do Alentejo",1
"Largo da Casa do Povo, 4, São Luís, 7630-438","Rua do Saco, 6, São Luís, 7630-484",0
"Rua de Santiago, 9, Urra-Santiago, 7300-570","Rua de Santiago, 9, 7300-570",1
"Rua Doutor Barbosa de Castro, 71, Porto, 4050-091","Rua Doctor Barbosa de Castro, 64, Porto, 4050-090",0
"Estrada Da Corrida - Entrada 4, 2, Câmara de Lobos, 9325-137","Entrada N 4 Da Estrada Da Corrida, 1, Câmara de Lobos, 9325-137",0
"Vereda Nogueira Qta Do Sereno, 26, Câmara de Lobos, 9300-381","Vereda Nogueira, 82, Câmara de Lobos, 9300-381",0
"Rua Duarte Vidal, 8, Lisboa, 1600-188","Rua Duarte Vidal, 8, 1600-188",1
"Travessa de São Gonçalinho, 12, Aveiro","Rua São Sebastião, 102, Aveiro, 3810-187",0
"Rua do Poço Alto da Vila, 40, Póvoa de São Miguel, 7885-270","Rua do Alto da Vila, 15, Póvoa de São Miguel, 7885-266",0
"Rua Nossa Senhora do Desterro, 26, Trofa, 4785-523","Rua Nossa Senhora do Desterro, 17, Ribeira de Cima, 2480-169",0
"Rua 20 de Janeiro, 16, Estremoz, 7100-100","r 20de jaeneiro, 16, Estremoz, 7100-100",1
"Oliveira de Barreiros, Viseu, 3500-892","Avenida Doutor António José de Almeida, Viseu, 3510-042",0
"Rua da Praça, 4, Trigaches, 7800-771","Rua da Praça, 4, Trigaches",1
"Rua Roque Gameiro, 4, MEM MARTINS, 2725-437","Rua Adelino Amaro da Costa, 4a, MEM MARTINS, 2725-207",0
"Rua Sra Graca, 11, Almodôvar, 7700-080","Rua Professor Doutor Fernando Pádua, Almodôvar, 7700-071",0
"Rua Condes Torre Bella, 1, Câmara de Lobos, 9300-041","Rua Padre Eduardo Clemente Nunes Pereira, 27, Câmara de Lobos, 9300-116",0
"Rua Alexandre Herculano, 116, Vila Viçosa, 7160-367","r alexandre herculano, 116, Vila Viçosa, 7160-367",1
"Rua da Verónica, 37, Lisboa, 1170-384","Rua Professor João Barreira, 1/3, Lisboa, 1600-635",0
"Rua da Igreja, Ervideira, 7400-119","Rua Capitães de Abril, Ervideira, 7400-119",0
"Rua Direita, 38, Alpalhão, 6050-011","Rua Direita, 38, 6050-011",1
"Travessa Alberto Monteroso Carneiro, 23, Marco De Canaveses, 4630-311","Rua Alberto Monterroso Carneiro, Marco De Canaveses, 4630-196",0
"Rua das Fontes, 45, Évora","Rua das Flores, 20, Évora, 7005-379",0
"Rua José Luís Vidigal, 25, Elvas, 7350-311","Rua José Luís Vidigal, 25, 7350-311",1
"Rua de Cima, 21, Cunheira, 7440-251","r de icma, 21, Cunheira",1
"Rua da Cruz, 27, Alvito, 7920-035","Rua da Cruz, 27, 7920-035",1
"Avenida Gil Eanes, 5, Rio de Mouro, 2635-003","Avenida Infante Dom Henrique, 84, Rio de Mouro, 2635-366",0
"Travessa Palmeira, 3, Moura, 7860-234","Travessa Palmeira, 3, 7860-234",1
"Rua da Serra de Santo António, 18, Setúbal, 2910-102","Rua da Serra de Santo António, 18, Setúbal",1
"Rua Hortas, 11, Alvito, 7920-042","Rua Hortas, 11, 7920-042",1
"Rua 1º de Maio, 36, Benavila, 7480-225","Rua 1º de Maio, 36, Benavila",1
"Rua do Moinho, 210, Amadora, 2610-116","dob r moiho, 210, Amadora",1
"Rua Diogo Amado, 5, Elvas, 7350-260","r amado dioo, 5, Elvas, 7350-260",1
"Rua do Alto Ponte, 52, Salvada, 7800-681","r do alto ponte, 52, Salvada",1
"Rua Bartolomeu Dias, 10A, Tavira, 8800-608","Rua Bartolomeu Dias, 10A, 8800-608",1
"Rua da Pataia, 39, Frade de Baixo, 2090-216","Rua da Pataia, 39, 2090-216",1
"Largo Mestre Henrique Anjos, Cascais, 2750-411","Largo Mestre Henrique Anjos, Cascais",1
"Rua do Moinho, 14, Santana, 7220-501","Rua Achada do Pampilhar, Santana, 9230-119",0
"Rua General Humberto Delgado, 17, Bairro da Liberdade, 7570-263","Rua 25 de Abril, 10, Bairro da Liberdade, 7570-162",0
"Avenida General Humberto Delgado, 129, Seixal, 2840-254","Avenida da Ponte, 79, Seixal, 2840-288",0
"Rua Humberto Delgado, 14, Vale da Feiteira, 6040-043","Rua da Poça, 9, Vale da Feiteira, 6040-043",0
"Rua da Fonte, 74, Fradelos, 4760-485","Rua do Espírito Santo, 1050, Fradelos, 4760-485",0
"Rua 8 da Urbanização da Valada, 2, Rio Meão, 4520-488","Rua 5 da Urbanização da Valada, 2, Rio Meão, 4520-485",0
"Rua Augusto Matos, 8, Coimbra, 3040-014","Rua Augusto Matos, 8, Coimbra",1
"Rua do Emigrante, 88, Bunheiro, 3870-020","Travessa da Rua do Forno, 9, Bunheiro, 3870-043",0
"Rua Manuel Patrício Albino, 13A, Vila Nova de Milfontes, 7645-279","r manuel patrcoi albino, 13A, Vila Nova de Milfontes, 7645-279",1
"Rua Francisco Marques Beato, 67A, Moscavide, 1885-025","Rua 25 de Abril, 11, Moscavide",0
"Largo de Olho de Água, 5, Alcobertas, 2040-022","Largo Prof. Maria Luísa Refúgio da Serra, 4, Alcobertas, 2040-024",0
"Rua Doutor José Falcão, 44, Nisa, 6050-332","josé doutorr r flacão, 44, Nisa, 6050-332",1
"Rua das Oliveiras, 26, Água de Todo o Ano, 7400-601","Rua da Fonte da Laranjeira, 41, Água de Todo o Ano, 7400-601",0
"Rua das Rochas Altas, 4, Santo Aleixo da Restauração, 7875-165","Rua Nova, 14, Santo Aleixo da Restauração",0
"Rua António Luis Gomes, 14, Algés, 1495-120","Rua António Luis Gomes, 7, Ramada, 2620-310",0
"Rua Defensores Santo Aleixo, 3, Moura, 7860-053","r defensores alixo santo, 3, Moura, 7860-053",1
"Travessa Albardeiras, 3, Moura, 7860-187","Rua Travessa, 27, Moura, 7860-044",0
"Rua Granal, 6, Ervideira, 7400-119","Rua 25 de Abril, Ervideira, 7400-119",0
"Rua da Bela Vista, 10I, Évora, 7005-346","r da bela vista, 10I, Évora, 7005-346",1
"Avenida Heróis do Ultramar, 150;152, Évora, 7005-175","av hepróis do ultranmar, 150;152, Évora, 7005-175",1
"Rua Nicolau Chanterenne, 147, Coimbra, 3000-293","ru nicolau chanterenne, 147, Coimbra, 3000-293",1
"Rua do Castelo, 23, Fronteira, 7460-128","do r castelo, 23, Fronteira, 7460-128",1
"Rua Combatentes do Ultramar, 31, Ribeirão, 4760-702","Rua Combatentes do Ultramar, 31, Ribeirão",1
"Estrada Capela, 128, Câmara de Lobos, 9030-322","estrda capela, 128, Câmara de Lobos, 9030-322",1
"Rua das Arribas do Mar, 16, Peniche, 2520-297","ra mar arribs do das, 16, Peniche, 2520-297",1
"Rua da Conceição, 97A, Funchal, 9050-026","r a cnceição, 97A, Funchal",1
"Travessa de Camões, 7, Guimarães, 4810-4248","Circular Urbana de Guimarães\r\nEN 105, Guimarães, 4810-910",0
"Rua Amílcar Soromenho Coelho, 19, Setúbal, 2910-812","Rua Amílcar Soromenho Coelho, 19, 2910-812",1
"Rua Alzira Beatriz Pacheco, 4, Póvoa de Santo Adrião, 2620-128","R. Alzira Beatriz Pacheco, Póvoa de Santo Adrião, 2620-186",0
"Rua dos Queridos, Caldas da Rainha, 2500","Rua José Filipe Neto Rebelo, Caldas da Rainha, 2500-222",0
"Rua Martinho Mariano Ganhão, 10, Moura, 7860-211","Rua Martinho Mariano Ganhão, 10, 7860-211",1
"Rua França Borges, 30, Portalegre, 7300-182","Rua França Borges, 30, 7300-182",1
"Rua Abílio Malhado, 114, Outeiro da Cortiçada, 2040-174","Rua Abílio Machado, 67, Outeiro da Cortiçada, 2040-174",0
"Rua de Milfontes, 10, São Luís, 7630-474","Rua Joaquim Inácio da Silva, São Luís, 7630-468",0
"R Malhadoiras, 150, Ariz Mcn, 4625-016","R Samoca, Ariz Mcn, 4625-013",0
"Rua Chãos, 71, Soalhães, 4630-703","Rua Ferreiro, 132, Soalhães, 4630-689",0
"Rua da Escola, Maia, 4475-127","Rua das Escolas, 31, Maia, 4475-339",0
"Rua Professora Maria Clementina, 9, Zambujeira do Mar, 7630-791","r professora clemnetina maria, 9, Zambujeira do Mar",1
"Rua Dom Pedro, Coimbra, 3045-055","Rua Dom Pedro V, Lote 7, Coimbra, 3030-386",0
"Rua 27 de Julho, 27, Trafaria, 2825-895","Rua 27 de Julho, 27, Trafaria",1
"Avenida Infante Dom Henrique, 6, Covilhã, 6200-506","av infante om henrique, 6, Covilhã, 6200-506",1
"Rua Garcia da Horta, Coimbra, 3030-188","Rua Garcia da Horta, 3030-188",1
"Rua António Soares de Almeida Roque, 7, Aguada de Baixo, 3750-031","roque antónio soares de almeida r, 7, Aguada de Baixo, 3750-031",1
"Rua Doutor José Luiz Tavares, 15, Redondo, 7170-075","r doutor joslé luiz tavars, 15, Redondo",1
"Rua do Arrabalde, Carreiras, 7300-355","Rua Nova, 10, Carreiras, 7300-355",0
"Bairro da Quinta Seca, 4, São Pedro Gafanhoeira, 7040-521","Rua da Igreja, 22, São Pedro Gafanhoeira, 7040-534",0
"Bairro dos 16 Fogos, 10, Alvalade, 7565-013","Bairro dos 16 Fogos, 10, Alvalade",1
"Rua de Cima (Casa Branca), 3, Coimbra, 3030-422","Casa Branca, Coimbra, 3000-610",0
"Rua do Concelho do Peso da Régua, 37, Vila Real, 5000-164","Rua do Concelho do Peso da Régua, 37, Vila Real",1
"Rua Farol, 6, Calheta, 9385-251","r farol, 6, Calheta",1
"Travessa das Mimosas, 6, Fazendas do Cortiço, 7050-011","Travessa das Mimosas, 1, Vila Real, 5000-061",0
"Aldeamento Pedras da Rainha, 127, Cabanas De Tavira, 8800-592","Aldeamento Pedras da Rainha, 127, 8800-592",1
"Urbanização Quinta das Palmeiras, 80, Olhão, 8700-578","urbanziação palmeiras das quinta, 80, Olhão, 8700-578",1
"Rua Nova do Casalinho, 4, Chamusca, 2140-137","do nova r casalnho, 4, Chamusca",1
"Estrada Corrida, 73, Câmara de Lobos, 9325-137","etrada corrida, 73, Câmara de Lobos, 9325-137",1
"Travessa Covas De Cima, Marco De Canaveses, 4630-097","covas travess de cima, Marco De Canaveses",1
"Rua Passos Manuel, 55C, Lisboa, 1150-258","passos rjua manuel, 55C, Lisboa, 1150-258",1
"Rua Florbela Espanca, 21, Ferreira do Alentejo, 7900-641","Rua do Movimento das Forças Armadas, 11, Ferreira do Alentejo, 7900-619",0
"Zona Industrial de Constantim, Lote 3, Vila Real, 5000-082","Zona Industrial de Constantim, Lote 3, Vila Real",1
"Rua Do Granjeeiro, 266, Marco De Canaveses, 4630-266","Rua Do Granjeeiro, 266, Marco De Canaveses",1
"Caminho Heras, R, Câmara de Lobos, 9300-071","caminhoh eras, R, Câmara de Lobos",1
"Rua dos Cravos, 21, Setúbal, 2910-469","Rua dos Cravos, 21, 2910-469",1
"Avenida António Inácio da Cruz, 57, Grândola, 7570-185","Avenida António Inácio da Cruz, 57, Grândola",1
"Rua Aires Lacerda, 34, Aveiro, 3810-164","Rua Doutor Mário Sacramento, Aveiro, 3810-106",0
"Beco 1º de Maio, 1, São Bartolomeu da Serra, 7540-321","Beco 1º de Maio, 1, 7540-321",1
"Travessa Escaleira, 8, Funchal, 9020-240","Travessa Da Escaleira, 14, Funchal, 9020-240",0
"Rua das Mollejas, 6, Moura, 7860-149","Rua das Mollejas, 6, Moura",1
"Beco da Tapada das Freiras, 4, Urra-Santiago, 7300-570","Rua da Igreja, 11, Urra-Santiago, 7300-570",0
"Vereda Aviceiro, 24, Câmara de Lobos, 9300-284","Vereda Areia Ao Pico Do Rancho, 25, Câmara de Lobos, 9300-339",0
"Rua B, 18, Rio Frio, 2955-014","r b, 18, Rio Frio",1
"Courela do Ramo Alto, Casas Novas, 7200-015","Beco do Meio, Casas Novas, 7350-109",0
"Rua Furnas, 16, Calheta, 9370-261","Rua Furnas, 16, 9370-261",1
"Rua Paulo da Gama, Seixal, 2840-250","Rua Júlio Augusto Henriques, 53, Seixal, 2840-212",0
"Rua do Esquadrani, 12, São João da Madeira, 3700-014","Rua Adelino Amaro da Costa, 151 B, São João da Madeira, 3700-023",0
"Rua do Outeiro, 9, Amadora, 2700-629","Rua Bernardino Machado, 4, Amadora, 2720-363",0
"Praça Almeida Garrett, Porto, 4000-069","Praça Almeida Garrett, 11, Angra do Heroísmo, 9700-016",0
"R Outeiro, 66, Paços De Gaiolo, 4625-249","R Pacos De Gaiolo, Paços De Gaiolo, 4625-250",0
"Rua Principal, 65, Tramaga, 7400-604","Rua Principal, 65, Tramaga",1
"Avenida do Mar, 28A, Zambujeira do Mar, 7630-785","avenid do mar, 28A, Zambujeira do Mar",1
"Rua de Dom João de Castro, 26, Sintra, 2710-578","Rua Dom Joao de Castro, 26, Sintra, 2710-578",0
"Rua da Ponte, 10, Galveias, 7400-031","Rua Manuel Marques Godinho de Campos, 39, Galveias, 7400-040",0
"Rua do Colete, 37, Amareleja, 7885-053","Rua do Colete, 27, Santo Aleixo da Restauração, 7875-173",0
